IS_PRIMARY,PROGRAMNAME,PROGRAMURL,CATALOGNAME,LASTUPDATED,NAME,KEYWORDS,DESCRIPTION,SKU,MANUFACTURER,MANUFACTURERID,UPC,ISBN,CURRENCY,SALEPRICE,PRICE,PRODUCT_PRICE,RETAILPRICE,FROMPRICE,BUYURL,IMPRESSIONURL,IMAGEURL,ADVERTISERCATEGORY,THIRDPARTYID,THIRDPARTYCATEGORY,AUTHOR,ARTIST,TITLE,PUBLISHER,LABEL,FORMAT,SPECIAL,GIFT,PROMOTIONALTEXT,STARTDATE,ENDDATE,OFFLINE,ONLINE,INSTOCK,CONDITION,WARRANTY,STANDARDSHIPPINGCOST
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246641088,Techno Tribal Trench,outerwear,Tribal vibes. For a completed look layer our trench coat with front buttoned closure; side pockets and long sleeves to your ensemble. Style with flats or heels to transform from day-to-night.,22609259320020,Bebe,22609259320020,,,USD,199.99,199.99,19999,,,http://www.kqzyfj.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fjackets-coats%2Fcoats%2FTechno-Tribal-Trench%2Fpc%2F636%2Fc%2F227%2Fsc%2F652%2F65388.pro%3FproductVariantId%3D1034659%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22609259320020,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-226092-fra-i1?$Main$,Clothing > Jackets & Coats . Clothing > Jackets & Coats . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246641204,Mitre Stripe Skirt,athletic-pants,Trippy; sexy; cool. This diamond print is figure enhancing with a banded waist and a stretch fit. Style with knee-highs for an ultra skinny work of walking art; your night out has just been upgraded.,22635704210054,Bebe,22635704210054,,,USD,89,89,8900,,,http://www.anrdoezrs.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fskirts%2FMitre-Stripe-Skirt%2Fpc%2F636%2Fc%2F218%2Fsc%2F221%2F65394.pro%3FproductVariantId%3D1022438%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22635704210054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-226357-b_w-i1?$Main$,Clothing > Bottoms > Skirts . Clothing > Bottoms . Black & White . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246641204,Slit Sleeve Top,blouses,Front and center. Make a bold first impression wearing our Slit Sleeve Top featuring front pockets and a keyhole back. Add a charming headband and a smile.,22660413380146,Bebe,22660413380146,,,USD,89,89,8900,,,http://www.anrdoezrs.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Ftops%2Fblouses-shirts%2FSlit-Sleeve-Top%2Fpc%2F636%2Fc%2F184%2Fsc%2F215%2F65408.pro%3FproductVariantId%3D1022547%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22660413380146,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-226604-xwr-i1?$Main$,Clothing > Blouses & Shirts . Clothing . Clothing . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246641319,Slit Sleeve Surplice Top,blouses,Sheer shot. Hit the town wearing our fabulous top featuring slit sleeves and a keyhole back. Style with our denim for a sexy evening look.,22660504080146,Bebe,22660504080146,,,USD,89,89,8900,,,http://www.jdoqocy.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Ftops%2Fblouses-shirts%2FSlit-Sleeve-Surplice-Top%2Fpc%2F636%2Fc%2F184%2Fsc%2F215%2F65409.pro%3FproductVariantId%3D1022551%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22660504080146,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-226605-flm-i1?$Main$,Clothing > Blouses & Shirts . Clothing . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246641319,Twist Front Crepe Top,blouses,Ready in minutes. Our twisted crop top has a smocked waist elastic that's too gorgeous for words! Long sleeved with a low V neck that's ideal for a statement necklace. Perfect going-out wear.,22677200390054,Bebe,22677200390054,,,USD,79,79,7900,,,http://www.jdoqocy.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Ftops%2Fblouses-shirts%2FTwist-Front-Crepe-Top%2Fpc%2F636%2Fc%2F184%2Fsc%2F215%2F65413.pro%3FproductVariantId%3D1022576%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22677200390054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-226772-blk-i1?$Main$,Clothing > Blouses & Shirts . Clothing . Clothing . Clothing . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
2,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246641435,Twist Front Crepe Top,blouses,Ready in minutes. Our twisted crop top has a smocked waist elastic that's too gorgeous for words! Long sleeved with a low V neck that's ideal for a statement necklace. Perfect going-out wear.,22677291960146,Bebe,22677291960146,,,USD,79,79,7900,,,http://www.kqzyfj.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Ftops%2Fblouses-shirts%2FTwist-Front-Crepe-Top%2Fpc%2F636%2Fc%2F184%2Fsc%2F215%2F65413.pro%3FproductVariantId%3D1022581%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22677291960146,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-226772-fff-i1?$Main$,Clothing > Blouses & Shirts . Clothing . Clothing . Clothing . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246641551,Spacedye Pencil Skirt,athletic-pants,Out of this world! T-lined pencil skirt with an ultra sexy spacedye print and a subtle black trim. Pair with high boots and hair accessories.,22679189110054,Bebe,22679189110054,,,USD,89,89,8900,,,http://www.dpbolvw.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fskirts%2FSpacedye-Pencil-Skirt%2Fpc%2F636%2Fc%2F218%2Fsc%2F221%2F65417.pro%3FproductVariantId%3D1022612%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22679189110054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-226791-gat-i1?$Main$,Clothing > Bottoms > Skirts . Clothing > Bottoms . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
2,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246641551,Spacedye Pencil Skirt,athletic-pants,Out of this world! T-lined pencil skirt with an ultra sexy spacedye print and a subtle black trim. Pair with high boots and hair accessories.,22679104060054,Bebe,22679104060054,,,USD,89,89,8900,,,http://www.tkqlhce.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fskirts%2FSpacedye-Pencil-Skirt%2Fpc%2F636%2Fc%2F218%2Fsc%2F221%2F65417.pro%3FproductVariantId%3D1039094%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22679104060054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-226791-fl1-i1?$Main$,Clothing > Bottoms > Skirts . Clothing > Bottoms . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246641667,Basket Weave Skirt,athletic-pants,Super slimming basket weave textured mini skirt is the party ensemble of the New Year! Style with patterned stockings and high heels for a glamorous look thats oh so sexy.,22689091960063,Bebe,22689091960063,,,USD,49,49,4900,,,http://www.anrdoezrs.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fskirts%2FBasket-Weave-Skirt%2Fpc%2F636%2Fc%2F218%2Fsc%2F221%2F65423.pro%3FproductVariantId%3D1022653%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22689091960063,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-226890-fff-i1?$Main$,Clothing > Bottoms > Skirts . Clothing > Bottoms . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246641667,Printed High Waist Shorts,athletic-pants,High-waist shorts have now been perfected. Style these printed shorts with pumps and blush. Hidden zipper. Perfect for cocktails with the girls.,22689502010007,Bebe,22689502010007,,,USD,69,69,6900,,,http://www.jdoqocy.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fshorts%2FPrinted-High-Waist-Shorts%2Fpc%2F636%2Fc%2F218%2Fsc%2F222%2F65425.pro%3FproductVariantId%3D1030299%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22689502010007,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-226895-nve-i1?$Main$,Clothing > Bottoms > Shorts . Clothing > Bottoms . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246641782,Printed Wide Waist Skirt,athletic-pants,Wow. Printed wide waist skirt with exposed center back zipper and a show-stopping fit. Match with our Printed Crop Top when you're going for a beyond gorgeous look!,22700701710146,Bebe,22700701710146,,,USD,69,69,6900,,,http://www.kqzyfj.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fskirts%2FPrinted-Wide-Waist-Skirt%2Fpc%2F636%2Fc%2F218%2Fsc%2F221%2F65429.pro%3FproductVariantId%3D1030303%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22700701710146,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-227007-htx-i1?$Main$,Clothing > Bottoms > Skirts . Clothing > Bottoms . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246641898,Fringe Mini Skirt,athletic-pants,Shake your groove thing. Show off your sexy curves wearing our mini skirt featuring a zip back closure and a fringed hem. Style with a glamorous pump and take in a show.,22845100390054,Bebe,22845100390054,,,USD,79,79,7900,,,http://www.kqzyfj.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fskirts%2FFringe-Mini-Skirt%2Fpc%2F636%2Fc%2F218%2Fsc%2F221%2F65435.pro%3FproductVariantId%3D1022756%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22845100390054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-228451-blk-i1?$Main$,Clothing > Bottoms > Skirts . Clothing > Bottoms . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246642014,Scuba Ribbed Crop Jacket,outerwear,Super sexy cutout shoulder cropped jacket that's so unique! Ideal layered as your top will be seen peeking beneath. Even more of a vamp-up if you add your highest heels.,22894491670054,Bebe,22894491670054,,,USD,139,139,13900,,,http://www.jdoqocy.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fjackets-coats%2Fjackets%2FScuba-Ribbed-Crop-Jacket%2Fpc%2F636%2Fc%2F227%2Fsc%2F230%2F65439.pro%3FproductVariantId%3D1022772%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22894491670054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-228944-swj-i1?$Main$,Clothing > Jackets & Coats > Jackets . Clothing > Jackets & Coats . Black & White . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
2,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246642014,Scuba Ribbed Crop Jacket,outerwear,Super sexy cutout shoulder cropped jacket that's so unique! Ideal layered as your top will be seen peeking beneath. Even more of a vamp-up if you add your highest heels.,22894403000054,Bebe,22894403000054,,,USD,139,139,13900,,,http://www.anrdoezrs.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fjackets-coats%2Fjackets%2FScuba-Ribbed-Crop-Jacket%2Fpc%2F636%2Fc%2F227%2Fsc%2F230%2F65439.pro%3FproductVariantId%3D1022778%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22894403000054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-228944-w_b-i1?$Main$,Clothing > Jackets & Coats > Jackets . Clothing > Jackets & Coats . Black & White . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.124664213,Double Slit Surplice Maxi,dresses,X marks the straps! Gorgeous smocked waist maxi dress features wrapover front-tie detail in a 'flyaway flow' gown. Yes; you're exquisite when paired with sexy stilettos.,22974447650007,Bebe,22974447650007,,,USD,129,129,12900,,,http://www.jdoqocy.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fdresses%2Fmidi-maxi%2FDouble-Slit-Surplice-Maxi%2Fpc%2F636%2Fc%2F197%2Fsc%2F203%2F65502.pro%3FproductVariantId%3D1022876%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22974447650007,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-229744-paa-i1?$Main$,Clothing > Dresses . Clothing > Dresses > Day . Clothing > Dresses . Clothing > Dresses . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.124664213,V Neck Self-Tie Jumpsuit,jumpsuits-apparel,Put basic jumpsuits to shame. Score this jumper that features a low-V neck; front wrap-tie; and a relaxed fit that shines when paired with a sexy stiletto. Did we mention it's sleeveless to show off your beautiful glow?,22983000390146,Bebe,22983000390146,,,USD,119,119,11900,,,http://www.tkqlhce.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fjumpsuits-rompers%2Fview-all%2FV-Neck-Self-Tie-Jumpsuit%2Fpc%2F636%2Fc%2F208%2Fsc%2F209%2F65504.pro%3FproductVariantId%3D1035483%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22983000390146,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-229830-blk-i1?$Main$,Clothing > Jumpsuits & Rompers > View All . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246642245,Bubble Hem Romper,jumpsuits-apparel,A sleeveless sensation you are! Elastic waist tube romper features a super-cute cut and all-arousing strapless design; no closures. Shimmer with dust for a luxe look.,22983623090146,Bebe,22983623090146,,,USD,63.7,63.7,6370,,,http://www.anrdoezrs.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fjumpsuits-rompers%2Fview-all%2FBubble-Hem-Romper%2Fpc%2F636%2Fc%2F208%2Fsc%2F209%2F65505.pro%3FproductVariantId%3D1023708%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22983623090146,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-229836-buc-i1?$Main$,Clothing > Jumpsuits & Rompers > View All . Clothing . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246642361,Metallic Ottoman Mesh Dress,dresses,Make no mistake - this mesh mini dress was made to absolute perfection. With see-through appeal across the front shoulder; bodice; full back; and wrap-neck detail. Bright hue color option; just in time for Spring!,22991102880054,Bebe,22991102880054,,,USD,129,129,12900,,,http://www.anrdoezrs.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fdresses%2Fbodycon%2FMetallic-Ottoman-Mesh-Dress%2Fpc%2F636%2Fc%2F197%2Fsc%2F204%2F65511.pro%3FproductVariantId%3D1022944%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22991102880054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-229911-trq-i1?$Main$,Clothing > Dresses > Bodycon . Clothing > Dresses > Cocktail & Evening . Clothing > Dresses . Clothing > Dresses . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246642477,Cutout Embellished Dress,dresses,Embellish your life! Our most glamorous dress features cutout sides and a sexy V neck. Shine time with this little black dress; definitely your sexiest little number!,22991700390146,Bebe,22991700390146,,,USD,139,139,13900,,,http://www.kqzyfj.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fdresses%2Flittle-black-dresses%2FCutout-Embellished-Dress%2Fpc%2F636%2Fc%2F197%2Fsc%2F200%2F65515.pro%3FproductVariantId%3D1022992%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22991700390146,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-229917-blk-i1?$Main$,Clothing > Dresses > Little Black Dresses . Clothing > Dresses > Bodycon . Clothing > Dresses > Cocktail & Evening . Clothing > Dresses . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246642708,Faux Suede Crop Jacket,outerwear,Rocker chic. Bring out your inner diva wearing our cropped jacket featuring an asymmetric zip front and side pockets. Sexy heels are essential.,22996702880054,Bebe,22996702880054,,,USD,129,129,12900,,,http://www.dpbolvw.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fjackets-coats%2Fjackets%2FFaux-Suede-Crop-Jacket%2Fpc%2F636%2Fc%2F227%2Fsc%2F230%2F65516.pro%3FproductVariantId%3D1036491%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22996702880054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-229967-trq-i1?$Main$,Clothing > Jackets & Coats > Jackets . Clothing > Jackets & Coats . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
2,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246642708,Faux Suede Crop Jacket,outerwear,Rocker chic. Bring out your inner diva wearing our cropped jacket featuring an asymmetric zip front and side pockets. Sexy heels are essential.,22996732920054,Bebe,22996732920054,,,USD,129,129,12900,,,http://www.anrdoezrs.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fjackets-coats%2Fjackets%2FFaux-Suede-Crop-Jacket%2Fpc%2F636%2Fc%2F227%2Fsc%2F230%2F65516.pro%3FproductVariantId%3D1022999%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22996732920054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-229967-cem-i1?$Main$,Clothing > Jackets & Coats > Jackets . Clothing > Jackets & Coats . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246642824,Peplum Leatherette Vest,outerwear,See and be seen. Top off your ensemble with our sexy vest featuring an asymmetric zip front and peplum hem. Put on your heels and strut.,22998100390054,Bebe,22998100390054,,,USD,89,89,8900,,,http://www.tkqlhce.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fjackets-coats%2Fview-all%2FPeplum-Leatherette-Vest%2Fpc%2F636%2Fc%2F227%2Fsc%2F228%2F65517.pro%3FproductVariantId%3D1023011%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D22998100390054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-229981-blk-i1?$Main$,Clothing > Jackets & Coats . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.124664294,High Back Slit Skirt,athletic-pants,Showstopper. Play up your curves in our sexy skirt that features high back slit. Perfect for cocktail hour with the girls.,23002200390146,Bebe,23002200390146,,,USD,69,69,6900,,,http://www.jdoqocy.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fskirts%2FHigh-Back-Slit-Skirt%2Fpc%2F636%2Fc%2F218%2Fsc%2F221%2F65518.pro%3FproductVariantId%3D1031404%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D23002200390146,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-230022-blk-i1?$Main$,Clothing > Bottoms > Skirts . Clothing > Bottoms . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.124664294,Contoured Hem Panel Short,athletic-pants,If you're looking for perfection you've just found it. The perfect elastic band short with adorable sweetheart side hem; zippered pockets; and slimming seam lines. Add a fly platform heel and dance the night away.,23003994070146,Bebe,23003994070146,,,USD,79,79,7900,,,http://www.jdoqocy.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fshorts%2FContoured-Hem-Panel-Short%2Fpc%2F636%2Fc%2F218%2Fsc%2F222%2F65519.pro%3FproductVariantId%3D1044830%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D23003994070146,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-230039-ysl-i1?$Main$,Clothing > Bottoms > Shorts . Clothing > Bottoms . Black & White . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246643056,Smocked Waist Shorts,athletic-pants,Step into the action. The perfect addition to your wardrobe; our Smocked Waist Short features a sweetheart hem at the opening; and a smocked waist. Pair with sexy stilettos and a strappy crop for ultimate appeal.,23004099200146,Bebe,23004099200146,,,USD,69,69,6900,,,http://www.dpbolvw.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fshorts%2FSmocked-Waist-Shorts%2Fpc%2F636%2Fc%2F218%2Fsc%2F222%2F65520.pro%3FproductVariantId%3D1023034%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D23004099200146,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-230040-dfa-i1?$Main$,Clothing > Bottoms > Shorts . Clothing > Bottoms . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
2,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246643056,Smocked Waist Shorts,athletic-pants,Step into the action. The perfect addition to your wardrobe; our Smocked Waist Short features a sweetheart hem at the opening; and a smocked waist. Pair with sexy stilettos and a strappy crop for ultimate appeal.,23004013520146,Bebe,23004013520146,,,USD,69,69,6900,,,http://www.dpbolvw.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fshorts%2FSmocked-Waist-Shorts%2Fpc%2F636%2Fc%2F218%2Fsc%2F222%2F65520.pro%3FproductVariantId%3D1023040%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D23004013520146,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-230040-tnl-i1?$Main$,Clothing > Bottoms > Shorts . Clothing > Bottoms . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246643171,Contrast Origami Shorts,athletic-pants,There's a chance you've found your favorite shorts. Shiny metallic paneling; a hidden zipper; and a super luxe fit. Let's not forget these sexy shorts are made with a super stretch linen you'll love!,23004403050027,Bebe,23004403050027,,,USD,89,89,8900,,,http://www.tkqlhce.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fshorts%2FContrast-Origami-Shorts%2Fpc%2F636%2Fc%2F218%2Fsc%2F222%2F65524.pro%3FproductVariantId%3D1023075%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D23004403050027,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-230044-wht-i1?$Main$,Clothing > Bottoms > Shorts . Clothing > Bottoms . White Party . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246643287,Solid High Waist Shorts,athletic-pants,High-waist shorts have now been perfected. Style these shorts with pumps and blush. Hidden zipper. Perfect for date night.,23010100390020,Bebe,23010100390020,,,USD,69,69,6900,,,http://www.tkqlhce.com/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fbottoms%2Fshorts%2FSolid-High-Waist-Shorts%2Fpc%2F636%2Fc%2F218%2Fsc%2F222%2F65526.pro%3FproductVariantId%3D1023098%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D23010100390020,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-230101-blk-i1?$Main$,Clothing > Bottoms > Shorts . Clothing > Bottoms . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
1,bebe.com,http://www.bebe.com,Bebe Product Catalog,41751.1246643287,Colorblock Midi Dress,dresses,Don't hurt 'em. Amazing Colorblock Midi Dress that features cutout back detail and a crossover strap lining; and fitted perfection. Don't be caught without sultry stilettos in this fantastic party dress!,23024704210054,Bebe,23024704210054,,,USD,139,139,13900,,,http://www.anrdoezrs.net/click-7494688-10937318?url=http%3A%2F%2Fwww.bebe.com%2Fclothing%2Fdresses%2Fwork%2FColorblock-Midi-Dress%2Fpc%2F636%2Fc%2F197%2Fsc%2F207%2F65530.pro%3FproductVariantId%3D1023115%26zmam%3D58582752%26zmas%3D1%26zmac%3D2%26zmap%3D23024704210054,http://www.ftjcfx.com/image-7494688-10937318,http://s7d9.scene7.com/is/image/bebe/rbb-230247-b_w-i1?$Main$,Clothing > Dresses > Work . Clothing > Dresses > Little Black Dresses . Clothing > Dresses . Clothing > Dresses > Cocktail & Evening . Clothing > Dresses . Black & White . Clothing > All Clothing,,,,,,,,,,,,,,,,yes,new,,4.95
